blast_name,A_rank,B_rank,score_type,definition,ID_for_distillate
BAC0001,200,120,full,abeM;Q5FAM9_ACIBA Multidrug efflux pump AbeM OS=Acinetobacter baumannii GN=abeM PE=4 SV=2,BAC0001
BAC0303,200,120,full,pcoA;PCOA_ECOLX Copper resistance protein A OS=Escherichia coli GN=pcoA PE=3 SV=1,BAC0303
BAC0304,200,120,full,pcoB;PCOB_ECOLX Copper resistance protein B OS=Escherichia coli GN=pcoB PE=4 SV=1,BAC0304
BAC0305,200,120,full,pcoC;PCOC_ECOLX Copper resistance protein C OS=Escherichia coli GN=pcoC PE=1 SV=1,BAC0305
BAC0306,200,120,full,pcoD;PCOD_ECOLX Copper resistance protein D OS=Escherichia coli GN=pcoD PE=3 SV=1,BAC0306
BAC0307,200,120,full,pcoE;PCOE_ECOLX Probable copper-binding protein PcoE OS=Escherichia coli GN=pcoE PE=1 SV=1,BAC0307
BAC0308,200,120,full,pcoR;PCOR_ECOLX Transcriptional regulatory protein PcoR OS=Escherichia coli GN=pcoR PE=3 SV=1,BAC0308
BAC0309,200,120,full,pcoS;PCOS_ECOLX Probable sensor protein PcoS OS=Escherichia coli GN=pcoS PE=3 SV=1,BAC0309
BAC0481,200,120,full,pdrM;NORM_STRR6 Probable multidrug resistance protein NorM OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) GN=norM PE=3 SV=1,BAC0481
BAC0612,200,120,full,perO;D5AQ60_RHOCB Divalent ion symporter OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) GN=RCAP_rcc00882 PE=4 SV=1,BAC0612
BAC0310,200,120,full,perR;PERR_STAA8 Peroxide-responsive repressor PerR OS=Staphylococcus aureus (strain NCTC 8325) GN=perR PE=1 SV=1,BAC0310
BAC0497,200,120,full,pfr;FTN_HELPY Ferritin OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=ftnA PE=1 SV=2,BAC0497
BAC0311,200,120,full,pgpA/ltpgpA;MDR_LEITA Multidrug resistance protein OS=Leishmania tarentolae GN=PGPA PE=3 SV=2,BAC0311
BAC0530,200,120,full,phoB;C4X6T6_KLEPN Response regulator in two-component regulatory system with PhoQ OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=phoP PE=4 SV=1,BAC0530
BAC0531,200,120,full,phoR;C4X6T5_KLEPN Sensor kinase in two-component regulatory system with PhoP OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=phoQ PE=4 SV=1,BAC0531
BAC0312,200,120,full,pitA;PITA_ECOLI Low-affinity inorganic phosphate transporter 1 OS=Escherichia coli (strain K12) GN=pitA PE=1 SV=1,BAC0312
BAC0313,200,120,full,pmpM;PMPM_PSEAE Multidrug resistance protein PmpM OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=pmpM PE=3 SV=1,BAC0313
BAC0314,200,120,full,pmrA;PMRA_STRPN Multi-drug resistance efflux pump PmrA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) GN=pmrA PE=3 SV=1,BAC0314
BAC0487,200,120,full,pmrA;PMRA_PECSS Transcriptional regulatory protein PmrA OS=Pectobacterium sp. (strain SCC3193) GN=pmrA PE=3 SV=1,BAC0487
BAC0488,200,120,full,pmrB;PMRB_PECSS Sensor histidine kinase PmrB OS=Pectobacterium sp. (strain SCC3193) GN=pmrB PE=3 SV=1,BAC0488
BAC0485,200,120,full,pmrC;Q70FH1_PECCC Putative cytoplasmic membrane protein pmrC OS=Pectobacterium carotovorum subsp. carotovorum GN=pmrC PE=4 SV=1,BAC0485
BAC0486,200,120,full,pmrG;AIS_SALTY Lipopolysaccharide core heptose(II)-phosphate phosphatase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=ais PE=2 SV=1,BAC0486
BAC0315,200,120,full,pstA;PSTA_ECOLI Phosphate transport system permease protein PstA OS=Escherichia coli (strain K12) GN=pstA PE=1 SV=1,BAC0315
BAC0316,200,120,full,pstB;PSTB_ECOLI Phosphate import ATP-binding protein PstB OS=Escherichia coli (strain K12) GN=pstB PE=1 SV=2,BAC0316
BAC0317,200,120,full,pstC;PSTC_ECOLI Phosphate transport system permease protein PstC OS=Escherichia coli (strain K12) GN=pstC PE=1 SV=1,BAC0317
BAC0318,200,120,full,pstS;PSTS_ECOLI Phosphate-binding protein PstS OS=Escherichia coli (strain K12) GN=pstS PE=1 SV=1,BAC0318
BAC0319,200,120,full,qacA;QACA_STAAU Antiseptic resistance protein OS=Staphylococcus aureus GN=qacA PE=1 SV=1,BAC0319
BAC0320,200,120,full,qacB;Q7WUJ5_STAAU Antiseptic efflux protein QacB OS=Staphylococcus aureus GN=qacB PE=4 SV=1,BAC0320
BAC0321,200,120,full,qacC/qacD/smr;QACC_STAAU Quaternary ammonium compound-resistance protein QacC OS=Staphylococcus aureus GN=qacC PE=1 SV=1,BAC0321
BAC0322,200,120,full,qacE;QACE_ECOLX Quaternary ammonium compound-resistance protein QacE OS=Escherichia coli GN=qacE PE=3 SV=1,BAC0322
BAC0323,200,120,full,qacEdelta1;Q7BQY4_PSEAI Disinfectant resistance protein OS=Pseudomonas aeruginosa GN=qacEdelta1 PE=3 SV=1,BAC0323
BAC0324,200,120,full,qacF;QACF_ENTAE Quaternary ammonium compound-resistance protein QacF OS=Enterobacter aerogenes GN=qacF PE=3 SV=1,BAC0324
BAC0325,200,120,full,qacG;QACG_STAS9 Quaternary ammonium compound-resistance protein QacG OS=Staphylococcus sp. (strain ST94) GN=qacG PE=3 SV=1,BAC0325
BAC0326,200,120,full,qacH/qacI;QACH_STASA Quaternary ammonium compound-resistance protein QacH OS=Staphylococcus saprophyticus GN=qacH PE=3 SV=1,BAC0326
BAC0327,200,120,full,qacJ;Q84EL2_STAAU QacJ protein OS=Staphylococcus aureus GN=qacJ PE=3 SV=1,BAC0327
BAC0328,200,120,full,qacR;QACR_STAAU HTH-type transcriptional regulator QacR OS=Staphylococcus aureus GN=qacR PE=1 SV=1,BAC0328
BAC0329,200,120,full,qacZ;Q82YU7_ENTFA Multidrug resistance protein OS=Enterococcus faecalis (strain ATCC 700802 / V583) GN=EF_A0010 PE=3 SV=1,BAC0329
BAC0330,200,120,full,rcnA/yohM;RCNA_ECOLI Nickel/cobalt efflux system RcnA OS=Escherichia coli (strain K12) GN=rcnA PE=1 SV=1,BAC0330
BAC0331,200,120,full,rcnB/yohN;RCNB_ECOLI Nickel/cobalt homeostasis protein RcnB OS=Escherichia coli (strain K12) GN=rcnB PE=1 SV=1,BAC0331
BAC0332,200,120,full,rcnR/yohL;RCNR_ECOLI Transcriptional repressor RcnR OS=Escherichia coli (strain K12) GN=rcnR PE=1 SV=1,BAC0332
BAC0356,200,120,full,recG;Q9HTL3_PSEAE ATP-dependent DNA helicase RecG OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=recG PE=4 SV=1,BAC0356
BAC0357,200,120,full,recG;B5L350_9PSED ATP-dependent DNA helicase (Fragment) OS=Pseudomonas corrugata GN=recG PE=4 SV=1,BAC0357
BAC0333,200,120,full,ricR;O07434_MYCTU Regulated in copper repressor OS=Mycobacterium tuberculosis H37Rv GN=ricR PE=4 SV=1,BAC0333
BAC0334,200,120,full,robA;ROB_ECOLI Right origin-binding protein OS=Escherichia coli (strain K12) GN=rob PE=1 SV=1,BAC0334
BAC0335,200,120,full,rpoS;RPOS_SHIFL RNA polymerase sigma factor RpoS OS=Shigella flexneri GN=rpoS PE=3 SV=3,BAC0335
BAC0355,200,120,full,ruvB;RUVB_PSEAE Holliday junction ATP-dependent DNA helicase RuvB OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=ruvB PE=3 SV=2,BAC0355
BAC0293,200,120,full,ruvB;B5L348_9PSED Malic enzyme family protein (Fragment) OS=Pseudomonas corrugata PE=3 SV=1,BAC0293
BAC0336,200,120,full,sdeA;D1RKV4_LEGLO Multidrug resistance secretion protein SdeA OS=Legionella longbeachae D-4968 GN=sdeA PE=4 SV=1,BAC0336
BAC0337,200,120,full,sdeB;Q84GI9_SERMA Putative resistance-nodulation cell division protein SdeB OS=Serratia marcescens subsp. marcescens GN=sdeB PE=4 SV=2,BAC0337
BAC0338,200,120,full,sdeX;Q7WSD6_SERMA Multidrug efflux pump SdeX OS=Serratia marcescens GN=sdeX PE=4 SV=1,BAC0338
BAC0339,200,120,full,sdeY;Q7WSD5_SERMA Multidrug efflux pump SdeY OS=Serratia marcescens GN=sdeY PE=4 SV=1,BAC0339
BAC0340,200,120,full,sepA;SEPA_PSEP1 Probable efflux pump periplasmic linker protein SepA OS=Pseudomonas putida (strain F1 / ATCC 700007) GN=sepA PE=3 SV=1,BAC0340
BAC0341,200,120,full,silA;SILA_SALTM Putative cation efflux system protein SilA OS=Salmonella typhimurium GN=silA PE=3 SV=1,BAC0341
BAC0342,200,120,full,silB;SILB_SALTM Putative membrane fusion protein SilB OS=Salmonella typhimurium GN=silB PE=3 SV=1,BAC0342
BAC0343,200,120,full,silC;SILC_SALTM Probable outer membrane lipoprotein SilC OS=Salmonella typhimurium GN=silC PE=3 SV=1,BAC0343
BAC0344,200,120,full,silE;SILE_SALTM Silver-binding protein SilE OS=Salmonella typhimurium GN=silE PE=1 SV=1,BAC0344
BAC0345,200,120,full,silF;Q9ZHD1_SALTM Uncharacterized protein OS=Salmonella typhimurium GN=ORF96 PE=4 SV=1,BAC0345
BAC0346,200,120,full,silP;SILP_SALTM Silver exporting P-type ATPase OS=Salmonella typhimurium GN=silP PE=1 SV=1,BAC0346
BAC0347,200,120,full,silR;SILR_SALTM Probable transcriptional regulatory protein SilR OS=Salmonella typhimurium GN=silR PE=3 SV=1,BAC0347
BAC0348,200,120,full,silS;SILS_SALTM Probable sensor kinase SilS OS=Salmonella typhimurium GN=silS PE=3 SV=1,BAC0348
BAC0349,200,120,full,"sitA;Q9XCS2_SALTI Iron transport protein, periplasmic-binding protein OS=Salmonella typhi GN=sitA PE=3 SV=1",BAC0349
BAC0350,200,120,full,sitB;Q9XCS1_SALTM SitB OS=Salmonella typhimurium GN=sitB PE=3 SV=1,BAC0350
BAC0351,200,120,full,sitC;Q9XCS0_SALTM SitC OS=Salmonella typhimurium GN=sitC PE=3 SV=1,BAC0351
BAC0352,200,120,full,sitD;Q9XCR9_SALTM SitD OS=Salmonella typhimurium GN=sitD PE=3 SV=1,BAC0352
BAC0353,200,120,full,smdA;A7VN01_SERMA Multidrug efflux pump SmdA OS=Serratia marcescens GN=smdA PE=3 SV=1,BAC0353
BAC0354,200,120,full,smdB;A7VN02_SERMA Multidrug efflux pump SmdB OS=Serratia marcescens GN=smdB PE=3 SV=1,BAC0354
BAC0359,200,120,full,"smeE;I0KSX8_STEMA RND efflux system, inner membrane transporter OS=Stenotrophomonas maltophilia D457 GN=smeE PE=4 SV=1",BAC0359
BAC0360,200,120,full,smeF;Q9F239_STEMA Outer membrane protein OS=Stenotrophomonas maltophilia GN=smeF PE=4 SV=1,BAC0360
BAC0362,200,120,full,smeT;Q5MXJ5_STEMA Repressor SmeT OS=Stenotrophomonas maltophilia GN=smeT PE=4 SV=1,BAC0362
BAC0363,200,120,full,smfY;Q2AAU2_SERMA Multidrug efflux pump SmfY OS=Serratia marcescens GN=smfY PE=4 SV=1,BAC0363
BAC0364,200,120,full,smrA;C7SLZ1_STEMA ABC-type multidrug efflux pump (Fragment) OS=Stenotrophomonas maltophilia GN=smrA PE=3 SV=1,BAC0364
BAC0365,200,120,full,smtA;MT_SYNE7 Metallothionein OS=Synechococcus elongatus (strain PCC 7942) GN=smtA PE=1 SV=2,BAC0365
BAC0366,200,120,full,smtB/ziaR;SMTB_SYNE7 Transcriptional repressor SmtB OS=Synechococcus elongatus (strain PCC 7942) GN=smtB PE=1 SV=1,BAC0366
BAC0367,200,120,full,smvA/emrB;SMVA_SALT1 Methyl viologen resistance protein SmvA OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=smvA PE=1 SV=1,BAC0367
BAC0368,200,120,full,sodA;SODM_ECOLI Superoxide dismutase [Mn] OS=Escherichia coli (strain K12) GN=sodA PE=1 SV=2,BAC0368
BAC0370,200,120,full,soxR;SOXR_ECOLI Redox-sensitive transcriptional activator SoxR OS=Escherichia coli (strain K12) GN=soxR PE=1 SV=1,BAC0370
BAC0371,200,120,full,soxS;SOXS_ECOLI Regulatory protein SoxS OS=Escherichia coli (strain K12) GN=soxS PE=1 SV=2,BAC0371
BAC0372,200,120,full,srpA;SRPA_PSEPU Solvent efflux pump periplasmic linker SrpA OS=Pseudomonas putida GN=srpA PE=2 SV=1,BAC0372
BAC0373,200,120,full,srpB;SRPB_PSEPU Solvent-resistant pump membrane transporter SrpB OS=Pseudomonas putida GN=srpB PE=2 SV=1,BAC0373
BAC0374,200,120,full,srpC;SRPC_PSEPU Solvent efflux pump outer membrane protein SrpC OS=Pseudomonas putida GN=srpC PE=2 SV=1,BAC0374
BAC0152,200,120,full,srpC;SRPC_SYNE7 Probable chromate transport protein OS=Synechococcus elongatus (strain PCC 7942) GN=srpC PE=2 SV=1,BAC0152
BAC0375,200,120,full,srpR;SRPR_PSEPU HTH-type transcriptional regulator SrpR OS=Pseudomonas putida GN=srpR PE=1 SV=1,BAC0375
BAC0376,200,120,full,srpS;SRPS_PSEPU HTH-type transcriptional regulator SrpS OS=Pseudomonas putida GN=srpS PE=1 SV=1,BAC0376
BAC0377,200,120,full,ssmE;A7VN75_SERMA Multidrug efflux pump SsmE OS=Serratia marcescens GN=ssmE PE=3 SV=1,BAC0377
BAC0378,200,120,full,sugE;SUGE_ECOLI Quaternary ammonium compound-resistance protein SugE OS=Escherichia coli (strain K12) GN=sugE PE=1 SV=1,BAC0378
BAC0379,200,120,full,tbtA;Q71UZ7_PSEST Membrane fusion protein TbtA OS=Pseudomonas stutzeri GN=tbtA PE=4 SV=1,BAC0379
BAC0380,200,120,full,tbtB;Q71UZ6_PSEST Resistance nodulation cell division family member TbtB OS=Pseudomonas stutzeri GN=tbtB PE=4 SV=1,BAC0380
BAC0381,200,120,full,tbtM;Q71UZ5_PSEST Outer membrane protein TbtM OS=Pseudomonas stutzeri GN=tbtM PE=4 SV=1,BAC0381
BAC0382,200,120,full,tbtR;Q71UZ4_PSEST Putative efflux pump regulator TbtR OS=Pseudomonas stutzeri GN=tbtR PE=4 SV=1,BAC0382
BAC0383,200,120,full,tcrB;Q8VPE6_ENTFC TcrB OS=Enterococcus faecium GN=tcrB PE=3 SV=1,BAC0383
BAC0384,200,120,full,tehA;TEHA_ECOLI Tellurite resistance protein TehA OS=Escherichia coli (strain K12) GN=tehA PE=1 SV=1,BAC0384
BAC0385,200,120,full,tehB;TEHB_ECOLI Tellurite methyltransferase OS=Escherichia coli (strain K12) GN=tehB PE=1 SV=1,BAC0385
BAC0386,200,120,full,terA;TERA_ALCSP Tellurium resistance protein TerA OS=Alcaligenes sp. GN=terA PE=4 SV=1,BAC0386
BAC0387,200,120,full,terB;TERB_ALCSP Tellurium resistance protein TerB OS=Alcaligenes sp. GN=terB PE=4 SV=1,BAC0387
BAC0388,200,120,full,terC;TERC_ALCSP Tellurium resistance protein TerC OS=Alcaligenes sp. GN=terC PE=3 SV=1,BAC0388
BAC0389,200,120,full,terD;TERD_ALCSP Tellurium resistance protein TerD OS=Alcaligenes sp. GN=terD PE=3 SV=1,BAC0389
BAC0390,200,120,full,terE;TERE_ALCSP Tellurium resistance protein TerE OS=Alcaligenes sp. GN=terE PE=3 SV=1,BAC0390
BAC0391,200,120,full,terW;TERW_SERMA Tellurium resistance protein TerW OS=Serratia marcescens GN=terW PE=4 SV=1,BAC0391
BAC0392,200,120,full,terZ;TERZ_SERMA Tellurium resistance protein TerZ OS=Serratia marcescens GN=terZ PE=3 SV=1,BAC0392
BAC0393,200,120,full,tolC;TOLC_ECOLI Outer membrane protein TolC OS=Escherichia coli (strain K12) GN=tolC PE=1 SV=3,BAC0393
BAC0507,200,120,full,tolCsm;R4ITT0_STEMA Outer membrane protein OS=Stenotrophomonas maltophilia GN=tolCsm PE=4 SV=1,BAC0507
BAC0394,200,120,full,trgA;O33548_RHOSH TrgA OS=Rhodobacter sphaeroides GN=trgA PE=4 SV=1,BAC0394
BAC0395,200,120,full,trgB;O07841_RHOSH Tellurite resistance protein OS=Rhodobacter sphaeroides GN=trgB PE=3 SV=1,BAC0395
BAC0396,200,120,full,triA;Q663F0_YERPS TriA protein OS=Yersinia pseudotuberculosis serotype I (strain IP32953) GN=triA PE=4 SV=1,BAC0396
BAC0397,200,120,full,triB;Q663E9_YERPS TriB Protein OS=Yersinia pseudotuberculosis serotype I (strain IP32953) GN=triB PE=4 SV=1,BAC0397
BAC0398,200,120,full,triC;Q663E8_YERPS TriC protein OS=Yersinia pseudotuberculosis serotype I (strain IP32953) GN=triC PE=4 SV=1,BAC0398
BAC0399,200,120,full,troA;TROA_TREPA Periplasmic zinc-binding protein TroA OS=Treponema pallidum (strain Nichols) GN=troA PE=1 SV=1,BAC0399
BAC0400,200,120,full,troB;TROB_TREPA Zinc transport system ATP-binding protein TroB OS=Treponema pallidum (strain Nichols) GN=troB PE=3 SV=1,BAC0400
BAC0401,200,120,full,troC;TROC_TREPA Zinc transport system membrane protein TroC OS=Treponema pallidum (strain Nichols) GN=troC PE=3 SV=1,BAC0401
BAC0402,200,120,full,troD;TROD_TREPA Zinc transport system membrane protein TroD OS=Treponema pallidum (strain Nichols) GN=troD PE=3 SV=1,BAC0402
BAC0403,200,120,full,troR;P96120_TREPL TroR OS=Treponema pallidum GN=troR PE=4 SV=1,BAC0403
BAC0404,200,120,full,ttgA;TTGA_PSEPT Toluene efflux pump periplasmic linker protein TtgA OS=Pseudomonas putida (strain DOT-T1E) GN=ttgA PE=2 SV=1,BAC0404
BAC0405,200,120,full,ttgB;TTGB_PSEPT Toluene efflux pump membrane transporter TtgB OS=Pseudomonas putida (strain DOT-T1E) GN=ttgB PE=2 SV=2,BAC0405
BAC0406,200,120,full,ttgC;TTGC_PSEPT Toluene efflux pump outer membrane protein TtgC OS=Pseudomonas putida (strain DOT-T1E) GN=ttgC PE=2 SV=1,BAC0406
BAC0407,200,120,full,ttgD;TTGD_PSEPT Toluene efflux pump periplasmic linker protein TtgD OS=Pseudomonas putida (strain DOT-T1E) GN=ttgD PE=2 SV=2,BAC0407
BAC0408,200,120,full,ttgE;TTGE_PSEPT Toluene efflux pump membrane transporter TtgE OS=Pseudomonas putida (strain DOT-T1E) GN=ttgE PE=2 SV=2,BAC0408
BAC0409,200,120,full,ttgF;TTGF_PSEPT Toluene efflux pump outer membrane protein TtgF OS=Pseudomonas putida (strain DOT-T1E) GN=ttgF PE=2 SV=2,BAC0409
BAC0410,200,120,full,ttgG;TTGG_PSEPT Toluene efflux pump periplasmic linker protein TtgG OS=Pseudomonas putida (strain DOT-T1E) GN=ttgG PE=2 SV=2,BAC0410
BAC0411,200,120,full,ttgH;TTGH_PSEPT Toluene efflux pump membrane transporter TtgH OS=Pseudomonas putida (strain DOT-T1E) GN=ttgH PE=2 SV=2,BAC0411
BAC0412,200,120,full,ttgI;TTGI_PSEPT Toluene efflux pump outer membrane protein TtgI OS=Pseudomonas putida (strain DOT-T1E) GN=ttgI PE=2 SV=2,BAC0412
BAC0413,200,120,full,ttgR;TTGR_PSEPT HTH-type transcriptional regulator TtgR OS=Pseudomonas putida (strain DOT-T1E) GN=ttgR PE=1 SV=1,BAC0413
BAC0414,200,120,full,ttgT;E0X9D2_PSEPU TtgT OS=Pseudomonas putida PE=4 SV=1,BAC0414
BAC0415,200,120,full,ttgV;TTGV_PSEPT HTH-type transcriptional regulator TtgV OS=Pseudomonas putida (strain DOT-T1E) GN=ttgV PE=1 SV=1,BAC0415
BAC0416,200,120,full,ttgW;TTGW_PSEPT Uncharacterized HTH-type transcriptional regulator TtgW OS=Pseudomonas putida (strain DOT-T1E) GN=ttgW PE=1 SV=2,BAC0416
BAC0601,200,120,full,"tunR;Q72FN4_DESVH Molybdenum-pterin binding domain protein/site-specific recombinase, phage integrase family OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303) GN=DVU_0179 PE=4 SV=1",BAC0601
BAC0605,200,120,full,tupA;Q93KD6_EUBAC Extracellular tungstate binding protein OS=Eubacterium acidaminophilum GN=tupA PE=4 SV=1,BAC0605
BAC0606,200,120,full,tupB;Q93KD5_EUBAC Permease component of tungstate ABC transporter OS=Eubacterium acidaminophilum GN=tupB PE=3 SV=1,BAC0606
BAC0607,200,120,full,tupC;Q93KD4_EUBAC ATPase component of tungstate ABC transporter OS=Eubacterium acidaminophilum GN=tupC PE=4 SV=1,BAC0607
BAC0417,200,120,full,"vcaM;Q9KKV4_VIBCH ABC transporter, ATP-binding protein OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VCA0996 PE=3 SV=1",BAC0417
BAC0418,200,120,full,vceA;O51918_VIBCL VceA OS=Vibrio cholerae GN=vceA PE=4 SV=1,BAC0418
BAC0419,200,120,full,vceB;O51919_VIBCL VceB OS=Vibrio cholerae GN=vceB PE=4 SV=1,BAC0419
BAC0420,200,120,full,"vceC;Q9KS51_VIBCH Multidrug resistance protein, putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1409 PE=1 SV=1",BAC0420
BAC0421,200,120,full,"vceR;Q9KS52_VIBCH Transcriptional regulator, TetR family OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1408 PE=4 SV=1",BAC0421
BAC0422,200,120,full,vcmA;NORM_VIBCH Multidrug resistance protein NorM OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=norM PE=3 SV=2,BAC0422
BAC0423,200,120,full,vcrM;F8RKZ1_VIBCL VcrM OS=Vibrio cholerae GN=VcrM PE=4 SV=1,BAC0423
BAC0527,200,120,full,vexA;Q9KVI1_VIBCH Putative uncharacterized protein OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC_0165 PE=4 SV=1,BAC0527
BAC0424,200,120,full,"vexB;Q9KVI2_VIBCH Multidrug resistance protein, putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC_0164 PE=4 SV=1",BAC0424
BAC0528,200,120,full,"vexC;Q9KR86_VIBCH Periplasmic linker protein, putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1756 PE=4 SV=1",BAC0528
BAC0425,200,120,full,"vexD;Q9KR85_VIBCH Transporter, AcrB/D/F family OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1757 PE=4 SV=1",BAC0425
BAC0426,200,120,full,vexE;A6P7H2_VIBCL Multidrug efflux transporter VexE OS=Vibrio cholerae GN=vexE PE=4 SV=1,BAC0426
BAC0427,200,120,full,vexF;A6P7H3_VIBCL Multidrug efflux transporter VexF OS=Vibrio cholerae GN=vexF PE=4 SV=1,BAC0427
BAC0509,200,120,full,"vexH;Q9KTI8_VIBCH Multidrug resistance protein, putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC0914 PE=4 SV=1",BAC0509
BAC0428,200,120,full,"vexK;Q9KRG9_VIBCH Transporter, AcrB/D/F family OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1673 PE=4 SV=1",BAC0428
BAC0429,200,120,full,vmeA;Q2AAU4_VIBPH Membrane fusion protein VmeA OS=Vibrio parahaemolyticus GN=vmeA PE=4 SV=1,BAC0429
BAC0430,200,120,full,vmeB;Q2AAU3_VIBPH Inner membrane protein VmeB OS=Vibrio parahaemolyticus GN=vmeB PE=4 SV=1,BAC0430
BAC0510,200,120,full,vmeC;Q87TN0_VIBPA Uncharacterized protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0039 PE=4 SV=1,BAC0510
BAC0511,200,120,full,vmeD;Q87TN1_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0038 PE=4 SV=1,BAC0511
BAC0512,200,120,full,vmeE;Q87R58_VIBPA Uncharacterized protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0940 PE=4 SV=1,BAC0512
BAC0513,200,120,full,vmeF;Q87R57_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0941 PE=4 SV=1,BAC0513
BAC0517,200,120,full,vmeG;Q87QH3_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP1176 PE=4 SV=1,BAC0517
BAC0518,200,120,full,vmeH;Q87QH2_VIBPA Putative periplasmic linker protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP1177 PE=4 SV=1,BAC0518
BAC0519,200,120,full,"vmeI;Q87QH1_VIBPA Transporter, AcrB/D/F family OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP1178 PE=4 SV=1",BAC0519
BAC0520,200,120,full,vmeJ;Q87LY5_VIBPA Uncharacterized protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP2473 PE=4 SV=1,BAC0520
BAC0521,200,120,full,vmeK;Q87LY6_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP2472 PE=4 SV=1,BAC0521
BAC0522,200,120,full,vmeP;Q87IY6_VIBPA Putative multidrug efflux system transmembrane protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0470 PE=4 SV=1,BAC0522
BAC0523,200,120,full,vmeQ;Q87IY5_VIBPA Putative multidrug efflux membrane fusion protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0471 PE=4 SV=1,BAC0523
BAC0524,200,120,full,vmeT;Q87HZ9_VIBPA Putative multidrug resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0807 PE=4 SV=1,BAC0524
BAC0525,200,120,full,vmeU;Q87HZ8_VIBPA Putative periplasmic linker protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0808 PE=4 SV=1,BAC0525
BAC0526,200,120,full,"vmeV;Q87HZ7_VIBPA Transporter, AcrB/D/F family OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA0809 PE=4 SV=1",BAC0526
BAC0514,200,120,full,vmeY;Q87GX4_VIBPA Putative multidrug efflux membrane fusion protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA1191 PE=4 SV=1,BAC0514
BAC0515,200,120,full,vmeZ;Q87GX5_VIBPA Putative acriflavin resistance protein OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VPA1190 PE=4 SV=1,BAC0515
BAC0431,200,120,full,vmrA;Q93HR7_VIBPH Na+-coupled multidrug efflux pump OS=Vibrio parahaemolyticus GN=vmrA PE=4 SV=1,BAC0431
BAC0516,200,120,full,vpoC;Q87SJ8_VIBPA Outer membrane protein TolC OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=VP0425 PE=4 SV=1,BAC0516
